search_type,filename,num_veh,dist,d0,d1,d2,d3,d4,Number of vehicles,Max capacity,Customers,total demand,Minimum vehicles to satisfy capacity
heuristic,c109,11,2423.25343891,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1810,9.05
heuristic,c201,3,730.095993585,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c201,3,857.3307468789999,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c201,3,834.282927103,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c201,4,888.270892472,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c201,3,779.901667492,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c201,3,730.095993585,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c201,3,762.0539601869999,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c201,4,932.556851918,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c201,4,903.52034998,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c201,4,888.270892472,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1782.74854672,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1985.49762472,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1658.13295624,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c202,4,2436.62745152,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1647.12737536,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1757.35545755,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1448.4492945999998,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c202,4,2010.49329999,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c202,4,1456.90186053,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c202,4,2439.98807392,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c203,4,2029.95839855,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c203,4,2103.19717416,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c203,5,2361.77545993,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c203,4,2661.98164113,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c203,5,2053.91172016,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c203,4,2107.00229968,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c203,4,1993.68623551,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c203,4,2089.89978753,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c203,4,1333.37161804,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c203,5,2783.31020187,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1545.43514173,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1986.0755752999999,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c204,4,2149.82227394,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c204,5,2815.4060117,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1830.45060838,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1920.29269967,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1573.11916776,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c204,4,2131.19395477,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c204,4,1513.77299486,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c204,5,3006.19039399,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c205,3,776.4083238689999,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c205,3,772.7044235610001,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c205,3,753.9358627519999,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c205,4,1073.36992348,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c205,3,753.9358627519999,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c205,3,772.7044235610001,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c205,3,728.337568538,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c205,3,866.1743390830001,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c205,3,762.593704602,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c205,4,1073.36992348,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c206,4,1335.23140011,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2558.0425009,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2910.48013542,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2175.70793271,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2043.15768075,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c206,4,1816.19296106,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c206,4,1319.50166972,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2358.41085187,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c206,4,851.060526933,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c206,4,2696.28475546,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c207,4,1745.99317276,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c207,4,2225.90142445,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c207,4,2605.00386545,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c207,5,3228.95039714,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c207,4,1887.22436809,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c207,4,1639.20138706,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c207,4,1595.31080442,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c207,4,2751.85101086,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c207,3,772.620518775,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c207,5,3313.40715486,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,c208,4,879.680127944,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,700,101,1810,2.5857142857142863
heuristic,c208,3,937.470849355,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,700,101,1810,2.5857142857142863
heuristic,c208,3,808.793330325,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,700,101,1810,2.5857142857142863
heuristic,c208,4,1307.77693084,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,700,101,1810,2.5857142857142863
heuristic,c208,3,807.2575776169999,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,700,101,1810,2.5857142857142863
heuristic,c208,4,922.1995292519999,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,700,101,1810,2.5857142857142863
heuristic,c208,3,792.867122692,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,700,101,1810,2.5857142857142863
heuristic,c208,4,1285.83895951,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,700,101,1810,2.5857142857142863
heuristic,c208,3,751.74201285,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,700,101,1810,2.5857142857142863
heuristic,c208,4,1307.77693084,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,700,101,1810,2.5857142857142863
heuristic,r101,22,2146.12212135,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r101,22,2216.58149305,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r101,23,2397.68851316,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r101,23,2539.043778,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r101,23,2204.32096181,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r101,22,2239.6944673,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r101,22,2114.76615983,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r101,22,2238.05868227,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r101,22,2055.21662948,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r101,23,2455.5168193000004,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r102,20,2067.87330164,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r102,20,2145.58227203,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r102,20,2268.30822913,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r102,21,2605.83782124,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r102,20,2097.84390669,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r102,20,2107.20453468,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r102,20,1910.10355502,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r102,20,2143.27414845,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r102,22,2123.64028159,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r102,20,2533.23149295,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r103,17,1818.54862868,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r103,17,1992.31971445,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r103,18,2151.15955007,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r103,20,2693.42145405,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r103,16,1803.19222904,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r103,16,2006.30336785,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r103,16,1678.85074816,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r103,19,2220.59044262,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r103,18,1777.804218,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r103,20,2672.15202668,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r104,14,1632.97490632,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r104,15,1717.18851892,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r104,16,2042.16462174,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r104,18,2680.51431382,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r104,14,1585.2242824,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r104,15,1807.46196139,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r104,13,1409.21231709,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r104,16,2040.08200901,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r104,15,1604.39788666,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r104,18,2628.59854131,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r105,17,1919.71760965,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r105,18,2184.75623327,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r105,20,2259.60275243,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r105,19,2263.40859028,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r105,19,2105.63632747,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r105,18,1930.49875928,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r105,19,2064.28250589,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r105,18,2135.82430714,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r105,17,1895.58281209,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r105,20,2358.75326569,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r106,15,1779.99908508,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r106,15,1989.12441033,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r106,16,2186.58909324,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r106,18,2396.19286751,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r106,14,1776.81933592,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r106,14,1892.11734109,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r106,14,1703.89850747,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r106,16,2068.35729509,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r106,16,1854.55057444,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r106,17,2399.10795014,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r107,14,1650.61226548,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r107,14,1908.4236165999998,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r107,15,2115.18981983,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r107,18,2501.07798767,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r107,15,1747.06330294,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r107,14,1757.12920494,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r107,14,1626.23890142,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r107,15,2032.06648719,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r107,14,1615.13941774,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r107,18,2633.92048084,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r108,13,1526.98532555,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r108,14,1764.83204433,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r108,16,2169.63118512,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r108,17,2434.32836123,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r108,14,1635.49936288,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r108,13,1669.15381339,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r108,12,1350.70749727,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r108,15,1921.62368215,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r108,13,1498.96863785,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r108,18,2605.75822111,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r109,14,1751.13270493,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r109,16,2125.04199456,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r109,16,1997.363641,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r109,17,2443.72271537,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r109,15,1903.51911997,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r109,14,1800.61020102,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r109,15,1713.94595355,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r109,16,2169.79613966,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r109,15,1786.27409414,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r109,18,2476.82154,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r110,15,1910.96095573,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r110,15,2206.11172727,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r110,16,2253.11093885,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r110,17,2537.16071721,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r110,14,1990.52628725,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r110,14,1954.93680981,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r110,15,1841.57413633,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r110,16,2134.80093331,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r110,14,1689.54655469,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r110,17,2579.60798327,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r111,13,1634.5434400000001,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r111,15,2050.3165519,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r111,15,2009.95046286,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r111,17,2603.0673258,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r111,14,1823.61792597,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r111,14,1910.68480559,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r111,14,1694.13863749,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
heuristic,r111,15,2090.10164413,0.617635497076,0.6120957227220001,0.616933996875,0.9437480785150001,0.681820299103,25,200,101,1458,7.29
heuristic,r111,14,1751.42932552,0.359507900574,0.437031953799,0.6976311959270001,0.060225471629300004,0.6667667154460001,25,200,101,1458,7.29
heuristic,r111,17,2489.70738502,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.36371077094300003,25,200,101,1458,7.29
heuristic,r112,12,1513.29930469,0.548813503927,0.7151893663719999,0.6027633760719999,0.544883182997,0.42365479933899997,25,200,101,1458,7.29
heuristic,r112,14,1934.14406465,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826,25,200,101,1458,7.29
heuristic,r112,14,2076.5976392000002,0.791725038083,0.528894919753,0.5680445610939999,0.925596638293,0.07103605819789999,25,200,101,1458,7.29
heuristic,r112,16,2355.30516392,0.08712929970149999,0.0202183974403,0.8326198455480001,0.77815675095,0.870012148247,25,200,101,1458,7.29
heuristic,r112,13,1657.5499113,0.9786183422329999,0.799158564217,0.461479362253,0.780529176286,0.118274425869,25,200,101,1458,7.29
heuristic,r112,12,1596.86833668,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991,25,200,101,1458,7.29
heuristic,r112,12,1504.95107084,0.264555612105,0.774233689434,0.45615033221699997,0.568433948869,0.018789800436400002,25,200,101,1458,7.29
