search_type,filename,num_veh,dist,d0,d1,d2,d3,d4
heuristic,c201.p,4,888.270892472,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c201.p,3,779.901667492,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c201.p,3,730.095993585,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c201.p,3,762.053960187,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c201.p,4,932.556851918,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c201.p,4,903.52034998,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c201.p,4,888.270892472,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c202.p,4,1782.74854672,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c202.p,4,1985.49762472,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c202.p,4,1658.13295624,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c202.p,4,2436.62745152,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c202.p,4,1647.12737536,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c202.p,4,1757.35545755,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c202.p,4,1448.4492946,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c202.p,4,2010.49329999,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c202.p,4,1456.90186053,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c202.p,4,2439.98807392,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c203.p,4,2029.95839855,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c203.p,4,2103.19717416,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c203.p,5,2361.77545993,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c203.p,4,2661.98164113,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c203.p,5,2053.91172016,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c203.p,4,2107.00229968,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c203.p,4,1993.68623551,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c203.p,4,2089.89978753,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c203.p,4,1333.37161804,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c203.p,5,2783.31020187,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c204.p,4,1545.43514173,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c204.p,4,1986.0755753,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c204.p,4,2149.82227394,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c204.p,5,2815.4060117,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c204.p,4,1830.45060838,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c204.p,4,1920.29269967,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c204.p,4,1573.11916776,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c204.p,4,2131.19395477,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c204.p,4,1513.77299486,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c204.p,5,3006.19039399,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c205.p,3,776.408323869,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c205.p,3,772.704423561,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c205.p,3,753.935862752,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c205.p,4,1073.36992348,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c205.p,3,753.935862752,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c205.p,3,772.704423561,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c205.p,3,728.337568538,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c205.p,3,866.174339083,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c205.p,3,762.593704602,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c205.p,4,1073.36992348,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c206.p,4,1335.23140011,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c206.p,4,2558.0425009,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c206.p,4,2910.48013542,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c206.p,4,2175.70793271,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c206.p,4,2043.15768075,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c206.p,4,1816.19296106,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c206.p,4,1319.50166972,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c206.p,4,2358.41085187,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c206.p,4,851.060526933,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c206.p,4,2696.28475546,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c207.p,4,1745.99317276,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c207.p,4,2225.90142445,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c207.p,4,2605.00386545,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c207.p,5,3228.95039714,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c207.p,4,1887.22436809,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c207.p,4,1639.20138706,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c207.p,4,1595.31080442,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c207.p,4,2751.85101086,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c207.p,3,772.620518775,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c207.p,5,3313.40715486,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,c208.p,4,879.680127944,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,c208.p,3,937.470849355,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,c208.p,3,808.793330325,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,c208.p,4,1307.77693084,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,c208.p,3,807.257577617,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,c208.p,4,922.199529252,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,c208.p,3,792.867122692,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,c208.p,4,1285.83895951,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,c208.p,3,751.74201285,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,c208.p,4,1307.77693084,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r101.p,22,2146.12212135,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r101.p,22,2216.58149305,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r101.p,23,2397.68851316,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r101.p,23,2539.043778,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r101.p,23,2204.32096181,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r101.p,22,2239.6944673,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r101.p,22,2114.76615983,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r101.p,22,2238.05868227,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r101.p,22,2055.21662948,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r101.p,23,2455.5168193,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r102.p,20,2067.87330164,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r102.p,20,2145.58227203,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r102.p,20,2268.30822913,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r102.p,21,2605.83782124,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r102.p,20,2097.84390669,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r102.p,20,2107.20453468,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r102.p,20,1910.10355502,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r102.p,20,2143.27414845,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r102.p,22,2123.64028159,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r102.p,20,2533.23149295,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r103.p,17,1818.54862868,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r103.p,17,1992.31971445,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r103.p,18,2151.15955007,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r103.p,20,2693.42145405,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r103.p,16,1803.19222904,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r103.p,16,2006.30336785,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r103.p,16,1678.85074816,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r103.p,19,2220.59044262,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r103.p,18,1777.804218,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r103.p,20,2672.15202668,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r104.p,14,1632.97490632,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r104.p,15,1717.18851892,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r104.p,16,2042.16462174,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r104.p,18,2680.51431382,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r104.p,14,1585.2242824,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r104.p,15,1807.46196139,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r104.p,13,1409.21231709,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r104.p,16,2040.08200901,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r104.p,15,1604.39788666,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r104.p,18,2628.59854131,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r105.p,17,1919.71760965,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r105.p,18,2184.75623327,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r105.p,20,2259.60275243,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r105.p,19,2263.40859028,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r105.p,19,2105.63632747,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r105.p,18,1930.49875928,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r105.p,19,2064.28250589,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r105.p,18,2135.82430714,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r105.p,17,1895.58281209,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r105.p,20,2358.75326569,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r106.p,15,1779.99908508,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r106.p,15,1989.12441033,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r106.p,16,2186.58909324,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r106.p,18,2396.19286751,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r106.p,14,1776.81933592,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r106.p,14,1892.11734109,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r106.p,14,1703.89850747,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r106.p,16,2068.35729509,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r106.p,16,1854.55057444,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r106.p,17,2399.10795014,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r107.p,14,1650.61226548,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r107.p,14,1908.4236166,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r107.p,15,2115.18981983,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r107.p,18,2501.07798767,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r107.p,15,1747.06330294,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r107.p,14,1757.12920494,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r107.p,14,1626.23890142,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r107.p,15,2032.06648719,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r107.p,14,1615.13941774,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r107.p,18,2633.92048084,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r108.p,13,1526.98532555,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r108.p,14,1764.83204433,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r108.p,16,2169.63118512,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r108.p,17,2434.32836123,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r108.p,14,1635.49936288,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
heuristic,r108.p,13,1669.15381339,0.639921021328,0.143353287409,0.94466891705,0.52184832175,0.414661939991
heuristic,r108.p,12,1350.70749727,0.264555612105,0.774233689434,0.456150332217,0.568433948869,0.0187898004364
heuristic,r108.p,15,1921.62368215,0.617635497076,0.612095722722,0.616933996875,0.943748078515,0.681820299103
heuristic,r108.p,13,1498.96863785,0.359507900574,0.437031953799,0.697631195927,0.0602254716293,0.666766715446
heuristic,r108.p,18,2605.75822111,0.670637869618,0.210382561074,0.128926297655,0.315428350924,0.363710770943
heuristic,r109.p,14,1751.13270493,0.548813503927,0.715189366372,0.602763376072,0.544883182997,0.423654799339
heuristic,r109.p,16,2125.04199456,0.645894113067,0.437587211263,0.891773000782,0.963662760501,0.383441518826
heuristic,r109.p,16,1997.363641,0.791725038083,0.528894919753,0.568044561094,0.925596638293,0.0710360581979
heuristic,r109.p,17,2443.72271537,0.0871292997015,0.0202183974403,0.832619845548,0.77815675095,0.870012148247
heuristic,r109.p,15,1903.51911997,0.978618342233,0.799158564217,0.461479362253,0.780529176286,0.118274425869
